医療機関CD,医療機関名,年度,施設区分,日付,方法,連携機関対応者部署,連携機関対応者役職,連携機関対応者氏名,連携機関対応人数・氏名,当院対応者所属,当院対応者氏名,当院対応人数・氏名,内容,備考,データ作成部署
0111913,佐々木医院,2023,0,2024-03-12,訪問,,院長,佐々木高,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0113794,さわだレディスクリニック,2023,0,2024-03-12,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0114537,ふくだ医院,2023,0,2024-03-12,訪問,,院長,福田久也,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0115252,浦上ファミリークリニック,2023,0,2024-03-12,訪問,,院長,川島邦裕,,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0116409,よこやま腎泌尿器科クリニック,2023,0,2024-03-12,訪問,,院長,横山光彦,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0122241,たなかファミリークリニック,2023,0,2024-03-12,訪問,,院長,田中浩行,,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0206747,Ｍクリニック耳鼻咽喉科,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212851,川辺内科,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0710151,ほそや医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0800705,渡辺医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810209,さかえ外科内科クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810316,すぎもと眼科医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810415,杉生クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810431,清音クリニック,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
2600640,佐藤医院,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
2610144,河原内科医院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
3000444,呉妹診療所,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3000493,松田クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010054,まきび病院,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010062,源医院,2023,0,2024-03-13,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
3010088,平本胃腸科外科クリニック,2023,0,2024-03-13,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0213040,まび記念病院,2023,0,2024-03-14,訪問,地域連携室,MSW,"神﨑 晴子",,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810019,森下病院,2023,0,2024-03-14,訪問,地域医療連携室,看護師,"金澤 真由美",,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810035,長野病院,2023,0,2024-03-14,訪問,入退院支援・地域連携室,,髙原義史,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810050,薬師寺慈恵病院,2023,0,2024-03-14,訪問,地域連携室,,白神照子様,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810233,谷口レディスクリニック,2023,0,2024-03-14,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810373,旦医院,2023,0,2024-03-14,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0114271,三宅おおふくクリニック,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0206614,ふちもとクリニック,2023,0,2024-03-15,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211218,野上内科医院,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211564,沼本医院,2023,0,2024-03-15,訪問,,,"沼本 由美子先生",,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0212174,ふじの小児科医院,2023,0,2024-03-15,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212620,松本眼科医院,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212653,おか整形外科,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0213008,すぎはら眼科・循環器科内科,2023,0,2024-03-15,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0115575,ももたろうクリニック,2023,0,2024-03-18,訪問,,院長,"森 茂",,地域医療連携室,小野,,地域連携小児夜間・休日診療に際してのお願い,,地域医療連携室
0207091,よこやま内科・循環器内科,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0211234,守安外科胃腸科整形外科クリニック,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0212794,むらかみクリニック,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0810126,昭和医院,2023,0,2024-03-18,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0112069,林内科小児科医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0114560,深井医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0116490,笛木内科医院,2023,0,2024-03-19,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0210723,児島聖康病院,2023,0,2024-03-19,訪問,地域医療連携室,,中川浩次様,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212885,いわもとクリニック,2023,0,2024-03-19,訪問,,相談役（前理事長）,"岩本 登志子",,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0114198,赤司整形外科医院,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115328,撫川クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116821,MANA乳腺甲状腺クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122829,庭瀬ファミリークリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0205145,兵耳鼻咽喉科医院,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0205236,くさか整形外科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206283,やまじクリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206747,Ｍクリニック耳鼻咽喉科,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206861,森整形外科リハビリクリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0206879,もり小児科・耳鼻咽喉科クリニック,2023,0,2024-03-22,訪問,,副院長,森　玲子,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0207083,太田郁子ウィメンズクリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0211606,江口眼科クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0212026,西原眼科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213073,まんだい眼科,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213172,岡皮膚科医院,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213388,ながしま形成外科クリニック,2023,0,2024-03-22,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0213446,じょう泌尿器科クリニック,2023,0,2024-03-22,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0211606,江口眼科クリニック,2023,0,2024-03-23,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0107838,大屋医院,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0111954,名越整形外科医院,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112309,名越産婦人科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113208,野崎医院,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114602,川島眼科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115286,ももレディースクリニック,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116425,にしがわ診療所,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116615,かりや内科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116664,ゆみ皮膚科,2023,0,2024-03-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0121714,前田耳鼻咽喉科,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122324,しまばら内科消化器科クリニック,2023,0,2024-03-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0107135,尾上整形外科医院,2023,0,2024-03-29,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0107663,酒井内科小児科,2023,0,2024-03-29,訪問,,副院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0111608,あおき整形リハビリクリニック,2023,0,2024-03-29,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112218,酒井眼科医院,2023,0,2024-03-29,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113737,原田内科医院,2023,0,2024-03-29,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113893,西岡外科,2023,0,2024-03-29,訪問,,事務長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115658,みやけ整形外科,2023,0,2024-03-29,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115823,御南クリニック,2023,0,2024-03-29,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122670,尾上内科・循環器内科医院,2023,0,2024-03-29,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122738,みやもと整形外科,2023,0,2024-03-29,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0123405,三宅医院,2023,0,2024-03-29,訪問,,事務局職員,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0123975,いしい内科・胃大腸内視鏡・IBDクリニック,2023,0,2024-03-29,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112028,高松整形外科脳神経外科医院,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112184,えばらクリニック,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112754,松本耳鼻咽喉科医院,2024,0,2024-04-03,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113349,ももたろう整形外科医院,2024,0,2024-04-03,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113596,新あしもりクリニック,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114388,平山医院,2024,0,2024-04-03,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114982,田中胃腸科,2024,0,2024-04-03,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116185,きたばたけ眼科医院,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0121607,木村医院,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122027,うきた皮フ科,2024,0,2024-04-03,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113026,藤田病院,2024,0,2024-04-04,訪問,地域連携室,MSW,峠田朋美,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0113885,陽クリニック,2024,0,2024-04-04,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0114230,宿毛診療所,2024,0,2024-04-04,訪問,,院長,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0114883,城本クリニック,2024,0,2024-04-04,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0116136,上南クリニック,2024,0,2024-04-04,訪問,,院長,岡崎,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0116169,岡山西大寺病院,2024,0,2024-04-04,訪問,地域医療連携室,MSW,阿部瑞希,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0123199,はまだ眼科,2024,0,2024-04-04,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0810514,しおつか泌尿器科クリニック,2024,0,2024-04-04,訪問,,院長,,,地域医療連携室,小野,田村副主任,吉備医師会学術講演会について,,地域医療連携室
1200061,津島医院,2024,0,2024-04-04,訪問,,院長,津島,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
2410081,長田医院,2024,0,2024-04-04,訪問,,院長,長田,末吉看護師,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
8902461,瀬戸内市立瀬戸内市民病院,2024,0,2024-04-04,訪問,地域医療連携室,室長,松下,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0108034,太田眼科医院,2024,0,2024-04-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112283,前田医院,2024,0,2024-04-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112325,青木内科小児科医院,2024,0,2024-04-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114297,木下医院,2024,0,2024-04-05,訪問,,副院長,木下美喜子,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122209,あさひクリニック,2024,0,2024-04-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2600657,納所医院,2024,0,2024-04-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2600723,木村眼科,2024,0,2024-04-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2610128,木村医院,2024,0,2024-04-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2610169,早島クリニック耳鼻咽喉科皮膚科,2024,0,2024-04-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2610177,ふじい整形外科,2024,0,2024-04-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113638,岡山二人クリニック,2024,0,2024-04-08,訪問,,理事長,"林 伸旨","羽原 俊宏院長",地域医療連携室,小野,太田邦明先生,産婦人科の診療紹介,,地域医療連携室
0107564,才野眼科診療所,2024,0,2024-04-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112820,うちおグリーンクリニック,2024,0,2024-04-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115013,寺沢クリニック,2024,0,2024-04-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115963,みなみ整形・痛みのクリニック,2024,0,2024-04-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116052,みやけ内科クリニック,2024,0,2024-04-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116193,葵クリニック,2024,0,2024-04-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0123363,くさなぎ眼科,2024,0,2024-04-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112309,名越産婦人科,2024,0,2024-04-10,訪問,,理事長,"名越 一介",名越由貴看護主任,地域医療連携室,小野,太田邦明先生,産婦人科の診療紹介,,地域医療連携室
0111830,渡辺内科,2024,0,2024-04-12,訪問,,院長,岡崎朋子,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0112812,岡耳鼻咽喉科医院,2024,0,2024-04-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0113802,時末消化器科内科医院,2024,0,2024-04-12,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
0114826,新海医院,2024,0,2024-04-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115864,岡山南区にじいろ小児科クリニック,2024,0,2024-04-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0116201,せのお駅前クリニック整形外科,2024,0,2024-04-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0120294,ほりぐち医院,2024,0,2024-04-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122159,さいとう耳鼻科,2024,0,2024-04-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
1100592,武田整形外科,2024,0,2024-04-12,訪問,,院長,武田健,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1110104,草加病院,2024,0,2024-04-12,訪問,,看護師長,今川,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1310035,赤磐皮膚科形成外科,2024,0,2024-04-12,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
2210127,小坂内科医院,2024,0,2024-04-12,訪問,,院長,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
2210440,うえの内科小児科医院,2024,0,2024-04-12,訪問,,院長,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
2310125,北川病院,2024,0,2024-04-12,訪問,,MSW,吉田,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
2310208,平病院,2024,0,2024-04-12,訪問,地域医療連携室,MSW,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
8900713,備前市立備前病院,2024,0,2024-04-12,訪問,患者支援センター,MSW,正木,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1600054,すくすくこどもクリニック,2024,0,2024-04-13,訪問,,院長,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
1600062,にしした泌尿器科クリニック,2024,0,2024-04-13,訪問,,院長,西下憲文,看護師,地域医療連携室,小野,難波係長,新規開院の内覧会参加,,地域医療連携室
1610020,上田内科クリニック,2024,0,2024-04-13,訪問,,院長,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2700770,高山医院,2024,0,2024-04-13,訪問,,院長,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2710050,鴨方第一内科クリニック,2024,0,2024-04-13,訪問,,受付,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2710076,ナガヒロ医院,2024,0,2024-04-13,訪問,,院長,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2710100,礒川内科医院,2024,0,2024-04-13,訪問,,受付,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
2710233,にいつクリニック,2024,0,2024-04-13,訪問,,院長,,,地域医療連携室,小野,難波係長,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0810035,長野病院,2024,0,2024-04-15,訪問,,院長,山﨑正俊,"MSW 髙原義史様、柚木琉伽様",地域医療連携室,小野,畝部長,新任部長の挨拶,,地域医療連携室
0910074,高梁中央病院,2024,0,2024-04-15,訪問,,理事長（院長）,戸田桂介,"事務局長 平田祥之様、MSW 三尾あゆみ様",地域医療連携室,小野,畝部長,新任部長の挨拶,,地域医療連携室
0510098,笠岡第一病院,2024,0,2024-04-16,訪問,,院長,橋詰博行,"副院長 阿曽沼裕彦先生、循内 浦川茂美先生、心臓血管外科部長 松前大先生",地域医療連携室,小野,畝部長,新任部長の挨拶,,地域医療連携室
0111491,今井医院,2024,0,2024-04-17,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0112127,須藤医院,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0114222,渡辺医院,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115245,あおぞら内科・整形外科クリニック,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0115534,おかやま西クリニック,2024,0,2024-04-17,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0120039,川上耳鼻咽喉科医院,2024,0,2024-04-17,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0122688,つねみつ皮ふ科,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0207141,つばめクリニック,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
0810316,すぎもと眼科医院,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶（50周年記念誌配布）,,地域医療連携室
1000628,みはら皮膚科,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1000651,山本医院　耳・鼻・のどクリニック,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010064,新見中央病院,2024,0,2024-04-17,訪問,地域連携室,,宮原様,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010171,上江洲医院,2024,0,2024-04-17,訪問,院長,,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010239,吉田医院,2024,0,2024-04-17,訪問,,院長,吉田徹,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010247,こだま眼科,2024,0,2024-04-17,訪問,,院長,辻,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010254,長谷川紀念病院,2024,0,2024-04-17,訪問,地域医療連携室,室長,金崎登代子,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010262,さきがけクリニック,2024,0,2024-04-17,訪問,受付,,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010270,太田病院,2024,0,2024-04-17,訪問,地域医療連携室,MSW,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010288,渡辺病院,2024,0,2024-04-17,訪問,地域医療連携室,MSW,小川,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
1010296,新見クリニック,2024,0,2024-04-17,訪問,受付,,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
3300240,金田医院,2024,0,2024-04-17,訪問,受付,,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
3310199,哲西町診療所,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
8900622,新見市国保　湯川診療所,2024,0,2024-04-17,訪問,,医師,あかざわ,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
8902610,国際貢献大学校メディカルクリニック,2024,0,2024-04-17,訪問,,受付,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
8902628,新見市大佐診療所,2024,0,2024-04-17,訪問,,院長,,,地域医療連携室,難波,,病診連携に関する挨拶,,地域医療連携室
